onset,rime,vq,F0,gender,group,df1,df2,choice,RT,pcp
d,ao,modal,8,female,G1,p<f,-1,0,2212,720547
d,ao,creaky,11,female,G4,p>f,2,0,1723,720547
d,ao,creaky,14,female,G4,p>f,5,0,2345,720547
f,a,modal,15,female,G2,p>f,6,1,1556,720547
f,a,modal,7,female,G1,p<f,-2,1,1296,720547
f,a,creaky,12,female,G4,p>f,3,0,2228,720547
f,a,creaky,5,female,G3,p<f,-4,0,2045,720547
sh,a,modal,11,female,G2,p>f,2,0,5260,720547
sh,a,modal,4,female,G1,p<f,-5,0,2310,720547
sh,a,creaky,3,female,G3,p<f,-6,0,2924,720547
sh,a,creaky,7,female,G3,p<f,-2,0,1590,720547
z,ao,modal,13,female,G2,p>f,4,0,2195,720547
z,ao,modal,5,female,G1,p<f,-4,0,2278,720547
z,ao,creaky,15,female,G4,p>f,6,0,1445,720547
z,ao,creaky,8,female,G3,p<f,-1,0,1212,720547
zh,ao,modal,10,female,G2,p>f,1,0,1590,720547
zh,ao,modal,3,female,G1,p<f,-6,0,1957,720547
zh,ao,modal,6,female,G1,p<f,-3,0,2478,720547
zh,ao,creaky,4,female,G3,p<f,-5,0,1222,720547
b,ao,modal,4,male,G2,p>f,5,1,2110,720547
b,ao,creaky,-3,male,G3,p<f,-2,0,1440,720547
b,ao,creaky,1,male,G4,p>f,2,0,1387,720547
b,ao,creaky,5,male,G4,p>f,6,0,1847,720547
d,ao,modal,-3,male,G1,p<f,-2,0,1528,720547
d,ao,modal,-6,male,G1,p<f,-5,0,1513,720547
d,ao,modal,-7,male,G1,p<f,-6,0,1407,720547
d,ao,creaky,2,male,G4,p>f,3,0,1328,720547
f,a,modal,-2,male,G1,p<f,-1,0,1562,720547
f,a,modal,5,male,G2,p>f,6,1,1457,720547
f,a,creaky,-6,male,G3,p<f,-5,0,2006,720547
f,a,creaky,3,male,G4,p>f,4,1,1860,720547
sh,a,modal,-5,male,G1,p<f,-4,0,1905,720547
sh,a,modal,3,male,G2,p>f,4,1,1462,720547
sh,a,creaky,-4,male,G3,p<f,-3,0,1712,720547
sh,a,creaky,0,male,G4,p>f,1,0,2939,720547
z,ao,modal,0,male,G2,p>f,1,0,1827,720547
z,ao,modal,1,male,G2,p>f,2,0,1857,720547
z,ao,creaky,-2,male,G3,p<f,-1,0,2255,720547
z,ao,creaky,-7,male,G3,p<f,-6,0,2058,720547
zh,ao,modal,-4,male,G1,p<f,-3,0,1579,720547
zh,ao,modal,2,male,G2,p>f,3,1,1259,720547
zh,ao,creaky,-5,male,G3,p<f,-4,0,1812,720547
zh,ao,creaky,4,male,G4,p>f,5,1,1611,720547
b,ao,modal,11,female,G2,p>f,2,0,1578,720547
b,ao,modal,13,female,G2,p>f,4,1,1994,720547
b,ao,modal,8,female,G1,p<f,-1,0,1379,720547
b,ao,creaky,7,female,G3,p<f,-2,0,1244,720547
d,ao,modal,4,female,G1,p<f,-5,0,1589,720547
d,ao,creaky,10,female,G4,p>f,1,0,1713,720547
d,ao,creaky,5,female,G3,p<f,-4,0,1762,720547
d,ao,creaky,6,female,G3,p<f,-3,0,2457,720547
f,a,modal,12,female,G2,p>f,3,1,1605,720547
f,a,modal,6,female,G1,p<f,-3,0,1878,720547
f,a,creaky,11,female,G4,p>f,2,1,1522,720547
f,a,creaky,3,female,G3,p<f,-6,0,2930,720547
sh,a,modal,10,female,G2,p>f,1,0,1915,720547
sh,a,modal,15,female,G2,p>f,6,1,1395,720547
sh,a,creaky,12,female,G4,p>f,3,1,1727,720547
sh,a,creaky,13,female,G4,p>f,4,1,1521,720547
z,ao,modal,14,female,G2,p>f,5,1,1557,720547
z,ao,modal,3,female,G1,p<f,-6,0,2745,720547
z,ao,creaky,14,female,G4,p>f,5,0,1609,720547
z,ao,creaky,4,female,G3,p<f,-5,0,2026,720547
zh,ao,modal,5,female,G1,p<f,-4,0,1829,720547
zh,ao,modal,7,female,G1,p<f,-2,0,1643,720547
zh,ao,creaky,15,female,G4,p>f,6,1,1737,720547
zh,ao,creaky,8,female,G3,p<f,-1,0,1306,720547
b,ao,modal,-3,male,G1,p<f,-2,0,1557,720547
b,ao,creaky,-2,male,G3,p<f,-1,0,1477,720547
b,ao,creaky,-4,male,G3,p<f,-3,0,1605,720547
b,ao,creaky,3,male,G4,p>f,4,1,2409,720547
d,ao,modal,1,male,G2,p>f,2,0,3540,720547
d,ao,modal,2,male,G2,p>f,3,0,1706,720547
d,ao,modal,5,male,G2,p>f,6,1,1420,720547
d,ao,creaky,-7,male,G3,p<f,-6,0,1338,720547
f,a,modal,-4,male,G1,p<f,-3,0,1718,720547
f,a,creaky,-3,male,G3,p<f,-2,0,3588,720547
f,a,creaky,4,male,G4,p>f,5,1,1572,720547
f,a,creaky,5,male,G4,p>f,6,1,1746,720547
sh,a,modal,-2,male,G1,p<f,-1,0,1611,720547
sh,a,modal,-6,male,G1,p<f,-5,0,2379,720547
sh,a,modal,4,male,G2,p>f,5,1,1512,720547
sh,a,creaky,-5,male,G3,p<f,-4,0,2805,720547
z,ao,modal,-5,male,G1,p<f,-4,0,1708,720547
z,ao,modal,-7,male,G1,p<f,-6,0,2239,720547
z,ao,creaky,-6,male,G3,p<f,-5,0,2866,720547
z,ao,creaky,2,male,G4,p>f,3,1,9746,720547
zh,ao,modal,0,male,G2,p>f,1,0,2018,720547
zh,ao,modal,3,male,G2,p>f,4,1,1450,720547
zh,ao,creaky,0,male,G4,p>f,1,0,1780,720547
zh,ao,creaky,1,male,G4,p>f,2,0,1919,720547
b,ao,modal,15,female,G2,p>f,6,1,3154,720547
b,ao,modal,3,female,G1,p<f,-6,0,1622,720547
b,ao,creaky,12,female,G4,p>f,3,0,1520,720547
b,ao,creaky,5,female,G3,p<f,-4,0,2193,720547
d,ao,modal,13,female,G2,p>f,4,1,4128,720547
d,ao,modal,6,female,G1,p<f,-3,0,1580,720547
d,ao,creaky,15,female,G4,p>f,6,1,3092,720547
d,ao,creaky,7,female,G3,p<f,-2,0,1545,720547
f,a,modal,10,female,G2,p>f,1,0,2072,720547
f,a,modal,14,female,G2,p>f,5,1,2893,720547
f,a,creaky,10,female,G4,p>f,1,0,2798,720547
f,a,creaky,6,female,G3,p<f,-3,0,2253,720547
sh,a,modal,12,female,G2,p>f,3,1,4221,720547
sh,a,modal,5,female,G1,p<f,-4,0,1779,720547
sh,a,creaky,4,female,G3,p<f,-5,0,1730,720547
sh,a,creaky,8,female,G3,p<f,-1,0,1505,720547
z,ao,modal,11,female,G2,p>f,2,0,1647,720547
z,ao,modal,7,female,G1,p<f,-2,0,1546,720547
z,ao,modal,8,female,G1,p<f,-1,0,1743,720547
z,ao,creaky,3,female,G3,p<f,-6,0,5123,720547
zh,ao,modal,4,female,G1,p<f,-5,0,1720,720547
zh,ao,creaky,11,female,G4,p>f,2,0,1498,720547
zh,ao,creaky,13,female,G4,p>f,4,1,2718,720547
zh,ao,creaky,14,female,G4,p>f,5,1,1756,720547
b,ao,modal,-4,male,G1,p<f,-3,0,1522,720547
b,ao,modal,-6,male,G1,p<f,-5,0,1575,720547
b,ao,modal,-7,male,G1,p<f,-6,0,1640,720547
b,ao,creaky,0,male,G4,p>f,1,0,1146,720547
d,ao,modal,3,male,G2,p>f,4,1,1496,720547
d,ao,modal,4,male,G2,p>f,5,1,4259,720547
d,ao,creaky,-3,male,G3,p<f,-2,0,3308,720547
d,ao,creaky,4,male,G4,p>f,5,1,3187,720547
f,a,modal,-5,male,G1,p<f,-4,0,2342,720547
f,a,modal,0,male,G2,p>f,1,0,1756,720547
f,a,modal,2,male,G2,p>f,3,1,2610,720547
f,a,creaky,-5,male,G3,p<f,-4,0,2004,720547
sh,a,creaky,-6,male,G3,p<f,-5,0,1657,720547
sh,a,creaky,-7,male,G3,p<f,-6,0,2072,720547
sh,a,creaky,2,male,G4,p>f,3,1,2056,720547
sh,a,creaky,5,male,G4,p>f,6,1,3162,720547
z,ao,modal,-2,male,G1,p<f,-1,0,1690,720547
z,ao,creaky,-4,male,G3,p<f,-3,0,1443,720547
z,ao,creaky,1,male,G4,p>f,2,0,1877,720547
z,ao,creaky,3,male,G4,p>f,4,0,1978,720547
zh,ao,modal,-3,male,G1,p<f,-2,0,1590,720547
zh,ao,modal,1,male,G2,p>f,2,0,2530,720547
zh,ao,modal,5,male,G2,p>f,6,1,1863,720547
zh,ao,creaky,-2,male,G3,p<f,-1,0,1534,720547
b,ao,modal,10,female,G2,p>f,1,0,1649,720547
b,ao,modal,14,female,G2,p>f,5,1,2376,720547
b,ao,modal,5,female,G1,p<f,-4,0,1692,720547
b,ao,creaky,15,female,G4,p>f,6,1,2437,720547
d,ao,modal,3,female,G1,p<f,-6,0,1867,720547
d,ao,modal,7,female,G1,p<f,-2,0,1754,720547
d,ao,creaky,3,female,G3,p<f,-6,0,1293,720547
d,ao,creaky,8,female,G3,p<f,-1,0,1538,720547
f,a,modal,11,female,G2,p>f,2,0,2437,720547
f,a,creaky,14,female,G4,p>f,5,1,1425,720547
f,a,creaky,4,female,G3,p<f,-5,0,2246,720547
f,a,creaky,7,female,G3,p<f,-2,0,1725,720547
sh,a,modal,6,female,G1,p<f,-3,0,2067,720547
sh,a,modal,8,female,G1,p<f,-1,0,1840,720547
sh,a,creaky,10,female,G4,p>f,1,0,1453,720547
sh,a,creaky,11,female,G4,p>f,2,1,2202,720547
z,ao,modal,12,female,G2,p>f,3,0,2172,720547
z,ao,modal,15,female,G2,p>f,6,1,1472,720547
z,ao,modal,4,female,G1,p<f,-5,0,2127,720547
z,ao,creaky,13,female,G4,p>f,4,0,1580,720547
zh,ao,modal,13,female,G2,p>f,4,1,1712,720547
zh,ao,creaky,12,female,G4,p>f,3,1,4778,720547
zh,ao,creaky,5,female,G3,p<f,-4,0,1784,720547
zh,ao,creaky,6,female,G3,p<f,-3,0,1591,720547
b,ao,modal,0,male,G2,p>f,1,0,1141,720547
b,ao,creaky,-5,male,G3,p<f,-4,0,1874,720547
b,ao,creaky,-6,male,G3,p<f,-5,0,2372,720547
b,ao,creaky,4,male,G4,p>f,5,0,1444,720547
d,ao,modal,-2,male,G1,p<f,-1,0,1798,720547
d,ao,creaky,-2,male,G3,p<f,-1,0,1329,720547
d,ao,creaky,-4,male,G3,p<f,-3,0,1877,720547
d,ao,creaky,5,male,G4,p>f,6,1,5298,720547
f,a,modal,-6,male,G1,p<f,-5,0,1921,720547
f,a,creaky,-7,male,G3,p<f,-6,0,1580,720547
f,a,creaky,0,male,G4,p>f,1,0,2542,720547
f,a,creaky,1,male,G4,p>f,2,1,2161,720547
sh,a,modal,1,male,G2,p>f,2,1,1568,720547
sh,a,modal,2,male,G2,p>f,3,1,1624,720547
sh,a,modal,5,male,G2,p>f,6,1,2165,720547
sh,a,creaky,3,male,G4,p>f,4,1,1871,720547
z,ao,modal,-3,male,G1,p<f,-2,0,2452,720547
z,ao,modal,-4,male,G1,p<f,-3,0,1382,720547
z,ao,modal,3,male,G2,p>f,4,1,1627,720547
z,ao,modal,4,male,G2,p>f,5,1,1689,720547
zh,ao,modal,-5,male,G1,p<f,-4,0,2344,720547
zh,ao,modal,-7,male,G1,p<f,-6,0,2926,720547
zh,ao,creaky,-3,male,G3,p<f,-2,0,1285,720547
zh,ao,creaky,2,male,G4,p>f,3,1,1503,720547
b,ao,modal,4,female,G1,p<f,-5,0,1854,720547
b,ao,modal,6,female,G1,p<f,-3,0,1528,720547
b,ao,creaky,11,female,G4,p>f,2,0,1395,720547
b,ao,creaky,3,female,G3,p<f,-6,0,1672,720547
d,ao,modal,10,female,G2,p>f,1,0,1510,720547
d,ao,modal,12,female,G2,p>f,3,0,4128,720547
d,ao,creaky,13,female,G4,p>f,4,0,2658,720547
d,ao,creaky,4,female,G3,p<f,-5,0,1831,720547
f,a,modal,3,female,G1,p<f,-6,0,2054,720547
f,a,modal,5,female,G1,p<f,-4,0,1760,720547
f,a,modal,8,female,G1,p<f,-1,0,1844,720547
f,a,creaky,8,female,G3,p<f,-1,0,1727,720547
sh,a,modal,13,female,G2,p>f,4,1,1589,720547
sh,a,modal,7,female,G1,p<f,-2,0,1705,720547
sh,a,creaky,14,female,G4,p>f,5,1,2172,720547
sh,a,creaky,15,female,G4,p>f,6,1,1556,720547
z,ao,creaky,10,female,G4,p>f,1,0,1908,720547
z,ao,creaky,12,female,G4,p>f,3,0,1872,720547
z,ao,creaky,5,female,G3,p<f,-4,0,1479,720547
z,ao,creaky,6,female,G3,p<f,-3,0,1579,720547
zh,ao,modal,11,female,G2,p>f,2,0,1677,720547
zh,ao,modal,14,female,G2,p>f,5,1,1638,720547
zh,ao,modal,15,female,G2,p>f,6,1,1377,720547
zh,ao,creaky,7,female,G3,p<f,-2,0,1572,720547
b,ao,modal,2,male,G2,p>f,3,0,1557,720547
b,ao,modal,3,male,G2,p>f,4,1,1889,720547
b,ao,creaky,-7,male,G3,p<f,-6,0,1505,720547
b,ao,creaky,2,male,G4,p>f,3,0,1570,720547
d,ao,modal,-5,male,G1,p<f,-4,0,1639,720547
d,ao,creaky,-5,male,G3,p<f,-4,0,1628,720547
d,ao,creaky,1,male,G4,p>f,2,0,1105,720547
d,ao,creaky,3,male,G4,p>f,4,0,1605,720547
f,a,modal,-3,male,G1,p<f,-2,0,1539,720547
f,a,modal,-7,male,G1,p<f,-6,0,1920,720547
f,a,modal,1,male,G2,p>f,2,1,1630,720547
f,a,creaky,-4,male,G3,p<f,-3,0,1563,720547
sh,a,modal,-4,male,G1,p<f,-3,0,1628,720547
sh,a,modal,0,male,G2,p>f,1,0,1656,720547
sh,a,creaky,-2,male,G3,p<f,-1,0,2116,720547
sh,a,creaky,-3,male,G3,p<f,-2,0,1896,720547
z,ao,modal,-6,male,G1,p<f,-5,0,1813,720547
z,ao,modal,5,male,G2,p>f,6,1,1794,720547
z,ao,creaky,0,male,G4,p>f,1,0,2489,720547
z,ao,creaky,4,male,G4,p>f,5,0,1845,720547
zh,ao,modal,-2,male,G1,p<f,-1,0,1562,720547
zh,ao,modal,4,male,G2,p>f,5,1,1480,720547
zh,ao,creaky,-6,male,G3,p<f,-5,0,1557,720547
zh,ao,creaky,5,male,G4,p>f,6,1,1680,720547
b,ao,modal,7,female,G1,p<f,-2,0,1050,720828
b,ao,creaky,14,female,G4,p>f,5,0,2257,720828
b,ao,creaky,4,female,G3,p<f,-5,0,1101,720828
b,ao,creaky,8,female,G3,p<f,-1,0,1173,720828
d,ao,modal,11,female,G2,p>f,2,0,2081,720828
d,ao,modal,15,female,G2,p>f,6,1,1553,720828
d,ao,modal,5,female,G1,p<f,-4,0,2130,720828
d,ao,creaky,12,female,G4,p>f,3,0,7618,720828
f,a,modal,13,female,G2,p>f,4,1,2498,720828
f,a,modal,4,female,G1,p<f,-5,0,1713,720828
f,a,creaky,13,female,G4,p>f,4,0,2481,720828
f,a,creaky,15,female,G4,p>f,6,1,3111,720828
sh,a,modal,14,female,G2,p>f,5,1,1483,720828
sh,a,modal,3,female,G1,p<f,-6,0,1600,720828
sh,a,creaky,5,female,G3,p<f,-4,0,1179,720828
sh,a,creaky,6,female,G3,p<f,-3,0,1123,720828
z,ao,modal,10,female,G2,p>f,1,0,2034,720828
z,ao,modal,6,female,G1,p<f,-3,0,1897,720828
z,ao,creaky,11,female,G4,p>f,2,0,1980,720828
z,ao,creaky,7,female,G3,p<f,-2,0,1700,720828
zh,ao,modal,12,female,G2,p>f,3,0,8080,720828
zh,ao,modal,8,female,G1,p<f,-1,0,1594,720828
zh,ao,creaky,10,female,G4,p>f,1,0,1773,720828
zh,ao,creaky,3,female,G3,p<f,-6,0,1503,720828
b,ao,modal,-2,male,G1,p<f,-1,0,965,720828
b,ao,modal,-5,male,G1,p<f,-4,0,1748,720828
b,ao,modal,1,male,G2,p>f,2,0,1491,720828
b,ao,modal,5,male,G2,p>f,6,1,2083,720828
d,ao,modal,-4,male,G1,p<f,-3,0,1613,720828
d,ao,modal,0,male,G2,p>f,1,0,1568,720828
d,ao,creaky,-6,male,G3,p<f,-5,0,1328,720828
d,ao,creaky,0,male,G4,p>f,1,0,2667,720828
f,a,modal,3,male,G2,p>f,4,1,1342,720828
f,a,modal,4,male,G2,p>f,5,1,2215,720828
f,a,creaky,-2,male,G3,p<f,-1,0,1178,720828
f,a,creaky,2,male,G4,p>f,3,0,3267,720828
sh,a,modal,-3,male,G1,p<f,-2,0,1416,720828
sh,a,modal,-7,male,G1,p<f,-6,0,1094,720828
sh,a,creaky,1,male,G4,p>f,2,0,12200,720828
sh,a,creaky,4,male,G4,p>f,5,1,3272,720828
z,ao,modal,2,male,G2,p>f,3,0,3053,720828
z,ao,creaky,-3,male,G3,p<f,-2,0,1269,720828
z,ao,creaky,-5,male,G3,p<f,-4,0,1144,720828
z,ao,creaky,5,male,G4,p>f,6,0,1798,720828
zh,ao,modal,-6,male,G1,p<f,-5,0,1537,720828
zh,ao,creaky,-4,male,G3,p<f,-3,0,1531,720828
zh,ao,creaky,-7,male,G3,p<f,-6,0,962,720828
zh,ao,creaky,3,male,G4,p>f,4,1,2035,720828
b,ao,modal,12,female,G2,p>f,3,0,3363,720828
b,ao,creaky,10,female,G4,p>f,1,0,847,720828
b,ao,creaky,13,female,G4,p>f,4,0,1509,720828
b,ao,creaky,6,female,G3,p<f,-3,0,2173,720828
d,ao,modal,14,female,G2,p>f,5,1,2228,720828
d,ao,modal,8,female,G1,p<f,-1,0,1430,720828
d,ao,creaky,11,female,G4,p>f,2,0,993,720828
d,ao,creaky,14,female,G4,p>f,5,0,1140,720828
f,a,modal,15,female,G2,p>f,6,1,2020,720828
f,a,modal,7,female,G1,p<f,-2,0,1616,720828
f,a,creaky,12,female,G4,p>f,3,0,76875,720828
f,a,creaky,5,female,G3,p<f,-4,0,1144,720828
sh,a,modal,11,female,G2,p>f,2,0,1984,720828
sh,a,modal,4,female,G1,p<f,-5,0,1471,720828
sh,a,creaky,3,female,G3,p<f,-6,0,962,720828
sh,a,creaky,7,female,G3,p<f,-2,0,1065,720828
z,ao,modal,13,female,G2,p>f,4,1,3111,720828
z,ao,modal,5,female,G1,p<f,-4,0,2067,720828
z,ao,creaky,15,female,G4,p>f,6,0,4462,720828
z,ao,creaky,8,female,G3,p<f,-1,0,1174,720828
zh,ao,modal,10,female,G2,p>f,1,0,1122,720828
zh,ao,modal,3,female,G1,p<f,-6,0,1517,720828
zh,ao,modal,6,female,G1,p<f,-3,0,1192,720828
zh,ao,creaky,4,female,G3,p<f,-5,0,840,720828
b,ao,modal,4,male,G2,p>f,5,1,1862,720828
b,ao,creaky,-3,male,G3,p<f,-2,0,1362,720828
b,ao,creaky,1,male,G4,p>f,2,0,1065,720828
b,ao,creaky,5,male,G4,p>f,6,0,2294,720828
d,ao,modal,-3,male,G1,p<f,-2,0,1035,720828
d,ao,modal,-6,male,G1,p<f,-5,0,955,720828
d,ao,modal,-7,male,G1,p<f,-6,0,826,720828
d,ao,creaky,2,male,G4,p>f,3,0,968,720828
f,a,modal,-2,male,G1,p<f,-1,0,1216,720828
f,a,modal,5,male,G2,p>f,6,1,1937,720828
f,a,creaky,-6,male,G3,p<f,-5,0,1509,720828
f,a,creaky,3,male,G4,p>f,4,0,1151,720828
sh,a,modal,-5,male,G1,p<f,-4,0,1099,720828
sh,a,modal,3,male,G2,p>f,4,1,3142,720828
sh,a,creaky,-4,male,G3,p<f,-3,0,1064,720828
sh,a,creaky,0,male,G4,p>f,1,0,1901,720828
z,ao,modal,0,male,G2,p>f,1,0,1668,720828
z,ao,modal,1,male,G2,p>f,2,0,1570,720828
z,ao,creaky,-2,male,G3,p<f,-1,0,996,720828
z,ao,creaky,-7,male,G3,p<f,-6,0,1034,720828
zh,ao,modal,-4,male,G1,p<f,-3,0,1550,720828
zh,ao,modal,2,male,G2,p>f,3,0,5451,720828
zh,ao,creaky,-5,male,G3,p<f,-4,0,894,720828
zh,ao,creaky,4,male,G4,p>f,5,0,1119,720828
b,ao,modal,11,female,G2,p>f,2,0,1635,720828
b,ao,modal,13,female,G2,p>f,4,0,2370,720828
b,ao,modal,8,female,G1,p<f,-1,0,1298,720828
b,ao,creaky,7,female,G3,p<f,-2,0,941,720828
d,ao,modal,4,female,G1,p<f,-5,0,2846,720828
d,ao,creaky,10,female,G4,p>f,1,0,1162,720828
d,ao,creaky,5,female,G3,p<f,-4,0,1102,720828
d,ao,creaky,6,female,G3,p<f,-3,0,922,720828
f,a,modal,12,female,G2,p>f,3,0,1881,720828
f,a,modal,6,female,G1,p<f,-3,0,1701,720828
f,a,creaky,11,female,G4,p>f,2,0,1507,720828
f,a,creaky,3,female,G3,p<f,-6,0,1258,720828
sh,a,modal,10,female,G2,p>f,1,0,1427,720828
sh,a,modal,15,female,G2,p>f,6,1,1902,720828
sh,a,creaky,12,female,G4,p>f,3,1,5226,720828
sh,a,creaky,13,female,G4,p>f,4,1,3533,720828
z,ao,modal,14,female,G2,p>f,5,1,5863,720828
z,ao,modal,3,female,G1,p<f,-6,0,1733,720828
z,ao,creaky,14,female,G4,p>f,5,1,6792,720828
z,ao,creaky,4,female,G3,p<f,-5,0,1715,720828
zh,ao,modal,5,female,G1,p<f,-4,0,909,720828
zh,ao,modal,7,female,G1,p<f,-2,0,965,720828
zh,ao,creaky,15,female,G4,p>f,6,1,1801,720828
zh,ao,creaky,8,female,G3,p<f,-1,0,971,720828
b,ao,modal,-3,male,G1,p<f,-2,0,1115,720828
b,ao,creaky,-2,male,G3,p<f,-1,0,1044,720828
b,ao,creaky,-4,male,G3,p<f,-3,0,1474,720828
b,ao,creaky,3,male,G4,p>f,4,0,2565,720828
d,ao,modal,1,male,G2,p>f,2,0,1708,720828
d,ao,modal,2,male,G2,p>f,3,0,2201,720828
d,ao,modal,5,male,G2,p>f,6,1,1591,720828
d,ao,creaky,-7,male,G3,p<f,-6,0,1281,720828
f,a,modal,-4,male,G1,p<f,-3,0,1001,720828
f,a,creaky,-3,male,G3,p<f,-2,0,1123,720828
f,a,creaky,4,male,G4,p>f,5,0,1113,720828
f,a,creaky,5,male,G4,p>f,6,1,3561,720828
sh,a,modal,-2,male,G1,p<f,-1,0,1564,720828
sh,a,modal,-6,male,G1,p<f,-5,0,1391,720828
sh,a,modal,4,male,G2,p>f,5,1,2087,720828
sh,a,creaky,-5,male,G3,p<f,-4,0,1505,720828
z,ao,modal,-5,male,G1,p<f,-4,0,930,720828
z,ao,modal,-7,male,G1,p<f,-6,0,1399,720828
z,ao,creaky,-6,male,G3,p<f,-5,0,1550,720828
z,ao,creaky,2,male,G4,p>f,3,0,1929,720828
zh,ao,modal,0,male,G2,p>f,1,0,3443,720828
zh,ao,modal,3,male,G2,p>f,4,1,7051,720828
zh,ao,creaky,0,male,G4,p>f,1,0,10063,720828
zh,ao,creaky,1,male,G4,p>f,2,0,5088,720828
b,ao,modal,15,female,G2,p>f,6,1,1810,720828
b,ao,modal,3,female,G1,p<f,-6,0,2919,720828
b,ao,creaky,12,female,G4,p>f,3,0,1284,720828
b,ao,creaky,5,female,G3,p<f,-4,0,867,720828
d,ao,modal,13,female,G2,p>f,4,1,10043,720828
d,ao,modal,6,female,G1,p<f,-3,0,1644,720828
d,ao,creaky,15,female,G4,p>f,6,0,1104,720828
d,ao,creaky,7,female,G3,p<f,-2,0,1073,720828
f,a,modal,10,female,G2,p>f,1,0,1684,720828
f,a,modal,14,female,G2,p>f,5,1,1800,720828
f,a,creaky,10,female,G4,p>f,1,0,1580,720828
f,a,creaky,6,female,G3,p<f,-3,0,997,720828
sh,a,modal,12,female,G2,p>f,3,0,2346,720828
sh,a,modal,5,female,G1,p<f,-4,0,1794,720828
sh,a,creaky,4,female,G3,p<f,-5,0,1535,720828
sh,a,creaky,8,female,G3,p<f,-1,0,1233,720828
z,ao,modal,11,female,G2,p>f,2,0,1446,720828
z,ao,modal,7,female,G1,p<f,-2,0,1325,720828
z,ao,modal,8,female,G1,p<f,-1,0,1157,720828
z,ao,creaky,3,female,G3,p<f,-6,0,1228,720828
zh,ao,modal,4,female,G1,p<f,-5,0,1627,720828
zh,ao,creaky,11,female,G4,p>f,2,0,1934,720828
zh,ao,creaky,13,female,G4,p>f,4,0,4365,720828
zh,ao,creaky,14,female,G4,p>f,5,1,2084,720828
b,ao,modal,-4,male,G1,p<f,-3,0,1149,720828
b,ao,modal,-6,male,G1,p<f,-5,0,1181,720828
b,ao,modal,-7,male,G1,p<f,-6,0,1446,720828
b,ao,creaky,0,male,G4,p>f,1,0,1584,720828
d,ao,modal,3,male,G2,p>f,4,1,2103,720828
d,ao,modal,4,male,G2,p>f,5,1,1761,720828
d,ao,creaky,-3,male,G3,p<f,-2,0,1456,720828
d,ao,creaky,4,male,G4,p>f,5,0,1093,720828
f,a,modal,-5,male,G1,p<f,-4,0,986,720828
f,a,modal,0,male,G2,p>f,1,0,1133,720828
f,a,modal,2,male,G2,p>f,3,1,2967,720828
f,a,creaky,-5,male,G3,p<f,-4,0,1209,720828
sh,a,creaky,-6,male,G3,p<f,-5,0,1359,720828
sh,a,creaky,-7,male,G3,p<f,-6,0,1401,720828
sh,a,creaky,2,male,G4,p>f,3,1,5708,720828
sh,a,creaky,5,male,G4,p>f,6,1,2611,720828
z,ao,modal,-2,male,G1,p<f,-1,0,1067,720828
z,ao,creaky,-4,male,G3,p<f,-3,0,1459,720828
z,ao,creaky,1,male,G4,p>f,2,0,1020,720828
z,ao,creaky,3,male,G4,p>f,4,0,1048,720828
zh,ao,modal,-3,male,G1,p<f,-2,0,1092,720828
zh,ao,modal,1,male,G2,p>f,2,0,1780,720828
zh,ao,modal,5,male,G2,p>f,6,1,1760,720828
zh,ao,creaky,-2,male,G3,p<f,-1,0,1142,720828
b,ao,modal,10,female,G2,p>f,1,0,1893,720828
b,ao,modal,14,female,G2,p>f,5,1,1922,720828
b,ao,modal,5,female,G1,p<f,-4,0,2883,720828
b,ao,creaky,15,female,G4,p>f,6,1,2190,720828
d,ao,modal,3,female,G1,p<f,-6,0,1661,720828
d,ao,modal,7,female,G1,p<f,-2,0,1699,720828
d,ao,creaky,3,female,G3,p<f,-6,0,1287,720828
d,ao,creaky,8,female,G3,p<f,-1,0,1456,720828
f,a,modal,11,female,G2,p>f,2,0,1652,720828
f,a,creaky,14,female,G4,p>f,5,1,1906,720828
f,a,creaky,4,female,G3,p<f,-5,0,1489,720828
f,a,creaky,7,female,G3,p<f,-2,0,1493,720828
sh,a,modal,6,female,G1,p<f,-3,0,1529,720828
sh,a,modal,8,female,G1,p<f,-1,0,1532,720828
sh,a,creaky,10,female,G4,p>f,1,0,1318,720828
sh,a,creaky,11,female,G4,p>f,2,0,2536,720828
z,ao,modal,12,female,G2,p>f,3,0,1715,720828
z,ao,modal,15,female,G2,p>f,6,1,1821,720828
z,ao,modal,4,female,G1,p<f,-5,0,2788,720828
z,ao,creaky,13,female,G4,p>f,4,0,2560,720828
zh,ao,modal,13,female,G2,p>f,4,1,2194,720828
zh,ao,creaky,12,female,G4,p>f,3,1,9558,720828
zh,ao,creaky,5,female,G3,p<f,-4,0,1293,720828
zh,ao,creaky,6,female,G3,p<f,-3,0,1485,720828
b,ao,modal,0,male,G2,p>f,1,0,1444,720828
b,ao,creaky,-5,male,G3,p<f,-4,0,1436,720828
b,ao,creaky,-6,male,G3,p<f,-5,0,1215,720828
b,ao,creaky,4,male,G4,p>f,5,0,6173,720828
d,ao,modal,-2,male,G1,p<f,-1,0,1304,720828
d,ao,creaky,-2,male,G3,p<f,-1,0,1906,720828
d,ao,creaky,-4,male,G3,p<f,-3,0,1124,720828
d,ao,creaky,5,male,G4,p>f,6,0,1084,720828
f,a,modal,-6,male,G1,p<f,-5,0,1404,720828
f,a,creaky,-7,male,G3,p<f,-6,0,1804,720828
f,a,creaky,0,male,G4,p>f,1,0,1429,720828
